Time,Level,Indicator,Valve,Pump
23265,795,H,open,on
23266,796,H,open,on
23267,797,H,open,on
23268,798,H,open,on
23269,799,H,open,on
23270,800,H,open,on
23271,801,HH,transitioning,on
23272,773,H,transitioning,on
23273,745,H,transitioning,on
23274,717,H,open,on
23275,718,H,open,on
23276,719,H,open,on
23277,720,H,open,on
23278,721,H,open,on
23279,722,H,open,on
23280,723,H,open,on
23281,724,H,open,on
23282,725,H,open,on
23283,726,H,open,on
23284,727,H,open,on
23285,728,H,open,on
23286,729,H,open,on
23287,730,H,open,on
23288,731,H,open,on
23289,732,H,open,on
23290,733,H,open,on
23291,734,H,open,on
23292,735,H,open,on
23293,736,H,open,on
23294,737,H,open,on
23295,738,H,open,on
23296,739,H,open,on
23297,740,H,open,on
23298,741,H,open,on
23299,742,H,open,on
23300,743,H,open,on
23301,744,H,open,on
23302,745,H,open,on
23303,746,H,open,on
23304,747,H,open,on
23305,748,H,open,on
23306,749,H,open,on
23307,750,H,open,on
23308,751,H,open,on
23309,752,H,open,on
23310,753,H,open,on
23311,754,H,open,on
23312,755,H,open,on
23313,756,H,open,on
23314,757,H,open,on
23315,758,H,open,on
23316,759,H,open,on
23317,760,H,open,on
23318,761,H,open,on
23319,762,H,open,on
23320,763,H,open,on
23321,764,H,open,on
23322,765,H,open,on
23323,766,H,open,on
23324,767,H,open,on
23325,768,H,open,on
23326,769,H,open,on
23327,770,H,open,on
23328,771,H,open,on
23329,772,H,open,on
23330,773,H,open,on
23331,774,H,open,on
23332,775,H,open,on
23333,776,H,open,on
23334,777,H,open,on
23335,778,H,open,on
23336,779,H,open,on
23337,780,H,open,on
23338,781,H,open,on
23339,782,H,open,on
23340,783,H,open,on
23341,784,H,open,on
23342,785,H,open,on
23343,786,H,open,on
23344,787,H,open,on
23345,788,H,open,on
23346,789,H,open,on
23347,790,H,open,on
23348,791,H,open,on
23349,792,H,open,on
23350,793,H,open,on
23351,794,H,open,on
23352,795,H,open,on
23353,796,H,open,on
23354,797,H,open,on
23355,798,H,open,on
23356,799,H,open,on
23357,800,H,open,on
23358,801,HH,transitioning,on
23359,773,H,transitioning,on
23360,745,H,transitioning,on
23361,717,H,open,on
23362,718,H,open,on
23363,719,H,open,on
23364,720,H,open,on
23365,721,H,open,on
23366,722,H,open,on
23367,723,H,open,on
23368,724,H,open,on
23369,725,H,open,on
23370,726,H,open,on
23371,727,H,open,on
23372,728,H,open,on
23373,729,H,open,on
23374,730,H,open,on
23375,731,H,open,on
23376,732,H,open,on
23377,733,H,open,on
23378,734,H,open,on
23379,735,H,open,on
23380,736,H,open,on
23381,737,H,open,on
23382,738,H,open,on
23383,739,H,open,on
23384,740,H,open,on
23385,741,H,open,on
23386,742,H,open,on
23387,743,H,open,on
23388,744,H,open,on
23389,745,H,open,on
23390,746,H,open,on
23391,747,H,open,on
23392,748,H,open,on
23393,749,H,open,on
23394,750,H,open,on
23395,751,H,open,on
23396,752,H,open,on
23397,753,H,open,on
23398,754,H,open,on
23399,755,H,open,on
23400,756,H,open,on
23401,757,H,open,on
23402,758,H,open,on
23403,759,H,open,on
23404,760,H,open,on
23405,761,H,open,on
23406,762,H,open,on
23407,763,H,open,on
23408,764,H,open,on
23409,765,H,open,on
23410,766,H,open,on
23411,767,H,open,on
23412,768,H,open,on
23413,769,H,open,on
23414,770,H,open,on
23415,771,H,open,on
23416,772,H,open,on
23417,773,H,open,on
23418,774,H,open,on
23419,775,H,open,on
23420,776,H,open,on
23421,777,H,open,on
23422,778,H,open,on
23423,779,H,open,on
23424,780,H,open,on
23425,781,H,open,on
23426,782,H,open,on
23427,783,H,open,on
23428,784,H,open,on
23429,785,H,open,on
23430,786,H,open,on
23431,787,H,open,on
23432,788,H,open,on
23433,789,H,open,on
23434,790,H,open,on
23435,791,H,open,on
23436,792,H,open,on
23437,793,H,open,on
23438,794,H,open,on
23439,795,H,open,on
23440,796,H,open,on
23441,797,H,open,on
23442,798,H,open,on
23443,799,H,open,on
23444,800,H,open,on
23445,801,HH,transitioning,on
23446,773,H,transitioning,on
23447,745,H,transitioning,on
23448,717,H,open,on
23449,718,H,open,on
23450,719,H,open,on
23451,720,H,open,on
23452,721,H,open,on
23453,722,H,open,on
23454,723,H,open,on
23455,724,H,open,on
23456,725,H,open,on
23457,726,H,open,on
23458,727,H,open,on
23459,728,H,open,on
23460,729,H,open,on
23461,730,H,open,on
23462,731,H,open,on
23463,732,H,open,on
23464,733,H,open,on
23465,734,H,open,on
23466,735,H,open,on
23467,736,H,open,on
23468,737,H,open,on
23469,738,H,open,on
23470,739,H,open,on
23471,740,H,open,on
23472,741,H,open,on
23473,742,H,open,on
23474,743,H,open,on
23475,744,H,open,on
23476,745,H,open,on
23477,746,H,open,on
23478,747,H,open,on
23479,748,H,open,on
23480,749,H,open,on
23481,750,H,open,on
23482,751,H,open,on
23483,752,H,open,on
23484,753,H,open,on
23485,754,H,open,on
23486,755,H,open,on
23487,756,H,open,on
23488,757,H,open,on
23489,758,H,open,on
23490,759,H,open,on
23491,760,H,open,on
23492,761,H,open,on
23493,762,H,open,on
23494,763,H,open,on
23495,764,H,open,on
23496,765,H,open,on
23497,766,H,open,on
23498,767,H,open,on
23499,768,H,open,on
23500,769,H,open,on
23501,770,H,open,on
23502,771,H,open,on
23503,772,H,open,on
23504,773,H,open,on
23505,774,H,open,on
23506,775,H,open,on
23507,776,H,open,on
23508,777,H,open,on
23509,778,H,open,on
23510,779,H,open,on
23511,780,H,open,on
23512,781,H,open,on
23513,782,H,open,on
23514,783,H,open,on
23515,784,H,open,on
23516,785,H,open,on
23517,786,H,open,on
23518,787,H,open,on
23519,788,H,open,on
23520,789,H,open,on
23521,790,H,open,on
23522,791,H,open,on
23523,792,H,open,on
23524,793,H,open,on
23525,794,H,open,on
23526,795,H,open,on
23527,796,H,open,on
23528,797,H,open,on
23529,798,H,open,on
23530,799,H,open,on
23531,800,H,open,on
23532,801,HH,transitioning,on
23533,773,H,transitioning,on
23534,745,H,transitioning,on
23535,717,H,open,on
23536,718,H,open,on
23537,719,H,open,on
23538,720,H,open,on
23539,721,H,open,on
23540,722,H,open,on
23541,723,H,open,on
23542,724,H,open,on
23543,725,H,open,on
23544,726,H,open,on
23545,727,H,open,on
23546,728,H,open,on
23547,729,H,open,on
23548,730,H,open,on
23549,731,H,open,on
23550,732,H,open,on
23551,733,H,open,on
23552,734,H,open,on
23553,735,H,open,on
23554,736,H,open,on
23555,737,H,open,on
23556,738,H,open,on
23557,739,H,open,on
23558,740,H,open,on
23559,741,H,open,on
23560,742,H,open,on
23561,743,H,open,on
23562,744,H,open,on
23563,745,H,open,on
23564,746,H,open,on
23565,747,H,open,on
23566,748,H,open,on
23567,749,H,open,on
23568,750,H,open,on
23569,751,H,open,on
23570,752,H,open,on
23571,753,H,open,on
23572,754,H,open,on
23573,755,H,open,on
23574,756,H,open,on
23575,757,H,open,on
23576,758,H,open,on
23577,759,H,open,on
23578,760,H,open,on
23579,761,H,open,on
23580,762,H,open,on
23581,763,H,open,on
23582,764,H,open,on
23583,765,H,open,on
23584,766,H,open,on
23585,767,H,open,on
23586,768,H,open,on
23587,769,H,open,on
23588,770,H,open,on
23589,771,H,open,on
23590,772,H,open,on
23591,773,H,open,on
23592,774,H,open,on
23593,775,H,open,on
23594,776,H,open,on
23595,777,H,open,on
23596,778,H,open,on
23597,779,H,open,on
23598,780,H,open,on
23599,781,H,open,on
23600,782,H,open,on
23601,783,H,open,on
23602,784,H,open,on
23603,785,H,open,on
23604,786,H,open,on
23605,787,H,open,on
23606,788,H,open,on
23607,789,H,open,on
23608,790,H,open,on
23609,791,H,open,on
23610,792,H,open,on
23611,793,H,open,on
23612,794,H,open,on
23613,795,H,open,on
23614,796,H,open,on
23615,797,H,open,on
23616,798,H,open,on
23617,799,H,open,on
23618,800,H,open,on
23619,801,HH,transitioning,on
23620,773,H,transitioning,on
23621,745,H,transitioning,on
23622,717,H,open,on
23623,718,H,open,on
23624,719,H,open,on
23625,720,H,open,on
23626,721,H,open,on
23627,722,H,open,on
23628,723,H,open,on
23629,724,H,open,on
23630,725,H,open,on
23631,726,H,open,on
23632,727,H,open,on
23633,728,H,open,on
23634,729,H,open,on
23635,730,H,open,on
23636,731,H,open,on
23637,732,H,open,on
23638,733,H,open,on
23639,734,H,open,on
23640,735,H,open,on
23641,736,H,open,on
23642,737,H,open,on
23643,738,H,open,on
23644,739,H,open,on
23645,740,H,open,on
23646,741,H,open,on
23647,742,H,open,on
23648,743,H,open,on
23649,744,H,open,on
23650,745,H,open,on
23651,746,H,open,on
23652,747,H,open,on
23653,748,H,open,on
23654,749,H,open,on
23655,750,H,open,on
23656,751,H,open,on
23657,752,H,open,on
23658,753,H,open,on
23659,754,H,open,on
23660,755,H,open,on
23661,756,H,open,on
23662,757,H,open,on
23663,758,H,open,on
23664,759,H,open,on
23665,760,H,open,on
23666,761,H,open,on
23667,762,H,open,on
23668,763,H,open,on
23669,764,H,open,on
23670,765,H,open,on
23671,766,H,open,on
23672,767,H,open,on
23673,768,H,open,on
23674,769,H,open,on
23675,770,H,open,on
23676,771,H,open,on
23677,772,H,open,on
23678,773,H,open,on
23679,774,H,open,on
23680,775,H,open,on
23681,776,H,open,on
23682,777,H,open,on
23683,778,H,open,on
23684,779,H,open,on
23685,780,H,open,on
23686,781,H,open,on
23687,782,H,open,on
23688,783,H,open,on
23689,784,H,open,on
23690,785,H,open,on
23691,786,H,open,on
23692,787,H,open,on
23693,788,H,open,on
23694,789,H,open,on
23695,790,H,open,on
23696,791,H,open,on
23697,792,H,open,on
23698,793,H,open,on
23699,794,H,open,on
23700,795,H,open,on
23701,796,H,open,on
23702,797,H,open,on
23703,798,H,open,on
23704,799,H,open,on
23705,800,H,open,on
23706,801,HH,transitioning,on
23707,773,H,transitioning,on
23708,745,H,transitioning,on
23709,717,H,open,on
23710,718,H,open,on
23711,719,H,open,on
23712,720,H,open,on
23713,721,H,open,on
23714,722,H,open,on
23715,723,H,open,on
23716,724,H,open,on
23717,725,H,open,on
23718,726,H,open,on
23719,727,H,open,on
23720,728,H,open,on
23721,729,H,open,on
23722,730,H,open,on
23723,731,H,open,on
23724,732,H,open,on
23725,733,H,open,on
23726,734,H,open,on
23727,735,H,open,on
23728,736,H,open,on
23729,737,H,open,on
23730,738,H,open,on
23731,739,H,open,on
23732,740,H,open,on
23733,741,H,open,on
23734,742,H,open,on
23735,743,H,open,on
23736,744,H,open,on
23737,745,H,open,on
23738,746,H,open,on
23739,747,H,open,on
23740,748,H,open,on
23741,749,H,open,on
23742,750,H,open,on
23743,751,H,open,on
23744,752,H,open,on
23745,753,H,open,on
23746,754,H,open,on
23747,755,H,open,on
23748,756,H,open,on
23749,757,H,open,on
23750,758,H,open,on
23751,759,H,open,on
23752,760,H,open,on
23753,761,H,open,on
23754,762,H,open,on
23755,763,H,open,on
23756,764,H,open,on
23757,765,H,open,on
23758,766,H,open,on
23759,767,H,open,on
23760,768,H,open,on
23761,769,H,open,on
23762,770,H,open,on
23763,771,H,open,on
23764,772,H,open,on
23765,773,H,open,on
23766,774,H,open,on
23767,775,H,open,on
23768,776,H,open,on
23769,777,H,open,on
23770,778,H,open,on
23771,779,H,open,on
23772,780,H,open,on
23773,781,H,open,on
23774,782,H,open,on
23775,783,H,open,on
23776,784,H,open,on
23777,785,H,open,on
23778,786,H,open,on
23779,787,H,open,on
23780,788,H,open,on
23781,789,H,open,on
23782,790,H,open,on
23783,791,H,open,on
23784,792,H,open,on
23785,793,H,open,on
23786,794,H,open,on
23787,795,H,open,on
23788,796,H,open,on
23789,797,H,open,on
23790,798,H,open,on
23791,799,H,open,on
23792,800,H,open,on
23793,801,HH,transitioning,on
23794,773,H,transitioning,on
23795,745,H,transitioning,on
23796,717,H,open,on
23797,718,H,open,on
23798,719,H,open,on
23799,720,H,open,on
23800,721,H,open,on
23801,722,H,open,on
23802,723,H,open,on
23803,724,H,open,on
23804,725,H,open,on
23805,726,H,open,on
23806,727,H,open,on
23807,728,H,open,on
23808,729,H,open,on
23809,730,H,open,on
23810,731,H,open,on
23811,732,H,open,on
23812,733,H,open,on
23813,734,H,open,on
23814,735,H,open,on
23815,736,H,open,on
23816,737,H,open,on
23817,738,H,open,on
23818,739,H,open,on
23819,740,H,open,on
23820,741,H,open,on
23821,742,H,open,on
23822,743,H,open,on
23823,744,H,open,on
23824,745,H,open,on
23825,746,H,open,on
23826,747,H,open,on
23827,748,H,open,on
23828,749,H,open,on
23829,750,H,open,on
23830,751,H,open,on
23831,752,H,open,on
23832,753,H,open,on
23833,754,H,open,on
23834,755,H,open,on
23835,756,H,open,on
23836,757,H,open,on
23837,758,H,open,on
23838,759,H,open,on
23839,760,H,open,on
23840,761,H,open,on
23841,762,H,open,on
23842,763,H,open,on
23843,764,H,open,on
23844,765,H,open,on
23845,766,H,open,on
23846,767,H,open,on
23847,768,H,open,on
23848,769,H,open,on
23849,770,H,open,on
23850,771,H,open,on
23851,772,H,open,on
23852,773,H,open,on
23853,774,H,open,on
23854,775,H,open,on
23855,776,H,open,on
23856,777,H,open,on
23857,778,H,open,on
23858,779,H,open,on
23859,780,H,open,on
23860,781,H,open,on
23861,782,H,open,on
23862,783,H,open,on
23863,784,H,open,on
23864,785,H,open,on
23865,786,H,open,on
23866,787,H,open,on
23867,788,H,open,on
23868,789,H,open,on
23869,790,H,open,on
23870,791,H,open,on
23871,792,H,open,on
23872,793,H,open,on
23873,794,H,open,on
23874,795,H,open,on
23875,796,H,open,on
23876,797,H,open,on
23877,798,H,open,on
23878,799,H,open,on
23879,800,H,open,on
23880,801,HH,transitioning,on
23881,773,H,transitioning,on
23882,745,H,transitioning,on
23883,717,H,open,on
23884,718,H,open,on
23885,719,H,open,on
23886,720,H,open,on
23887,721,H,open,on
23888,722,H,open,on
23889,723,H,open,on
23890,724,H,open,on
23891,725,H,open,on
23892,726,H,open,on
23893,727,H,open,on
23894,728,H,open,on
23895,729,H,open,on
23896,730,H,open,on
23897,731,H,open,on
23898,732,H,open,on
23899,733,H,open,on
23900,734,H,open,on
23901,735,H,open,on
23902,736,H,open,on
23903,737,H,open,on
23904,738,H,open,on
23905,739,H,open,on
23906,740,H,open,on
23907,741,H,open,on
23908,742,H,open,on
23909,743,H,open,on
23910,744,H,open,on
23911,745,H,open,on
23912,746,H,open,on
23913,747,H,open,on
23914,748,H,open,on
23915,749,H,open,on
23916,750,H,open,on
23917,751,H,open,on
23918,752,H,open,on
23919,753,H,open,on
23920,754,H,open,on
23921,755,H,open,on
23922,756,H,open,on
23923,757,H,open,on
23924,758,H,open,on
23925,759,H,open,on
23926,760,H,open,on
23927,761,H,open,on
23928,762,H,open,on
23929,763,H,open,on
23930,764,H,open,on
23931,765,H,open,on
23932,766,H,open,on
23933,767,H,open,on
23934,768,H,open,on
23935,769,H,open,on
23936,770,H,open,on
23937,771,H,open,on
23938,772,H,open,on
23939,773,H,open,on
23940,774,H,open,on
23941,775,H,open,on
23942,776,H,open,on
23943,777,H,open,on
23944,778,H,open,on
23945,779,H,open,on
23946,780,H,open,on
23947,781,H,open,on
23948,782,H,open,on
23949,783,H,open,on
23950,784,H,open,on
23951,785,H,open,on
23952,786,H,open,on
23953,787,H,open,on
23954,788,H,open,on
23955,789,H,open,on
23956,790,H,open,on
23957,791,H,open,on
23958,792,H,open,on
23959,793,H,open,on
23960,794,H,open,on
23961,795,H,open,on
23962,796,H,open,on
23963,797,H,open,on
23964,798,H,open,on
23965,799,H,open,on
23966,800,H,open,on
23967,801,HH,transitioning,on
23968,773,H,transitioning,on
23969,745,H,transitioning,on
23970,717,H,open,on
23971,718,H,open,on
23972,719,H,open,on
23973,720,H,open,on
23974,721,H,open,on
23975,722,H,open,on
23976,723,H,open,on
23977,724,H,open,on
23978,725,H,open,on
23979,726,H,open,on
23980,727,H,open,on
23981,728,H,open,on
23982,729,H,open,on
23983,730,H,open,on
23984,731,H,open,on
23985,732,H,open,on
23986,733,H,open,on
23987,734,H,open,on
23988,735,H,open,on
23989,736,H,open,on
23990,737,H,open,on
23991,738,H,open,on
23992,739,H,open,on
23993,740,H,open,on
23994,741,H,open,on
23995,742,H,open,on
23996,743,H,open,on
23997,744,H,open,on
23998,745,H,open,on
23999,746,H,open,on
24000,747,H,open,on
24001,748,H,open,on
24002,749,H,open,on
24003,750,H,open,on
24004,751,H,open,on
24005,752,H,open,on
24006,753,H,open,on
24007,754,H,open,on
24008,755,H,open,on
24009,756,H,open,on
24010,757,H,open,on
24011,758,H,open,on
24012,759,H,open,on
24013,760,H,open,on
24014,761,H,open,on
24015,762,H,open,on
24016,763,H,open,on
24017,764,H,open,on
24018,765,H,open,on
24019,766,H,open,on
24020,767,H,open,on
24021,768,H,open,on
24022,769,H,open,on
24023,770,H,open,on
24024,771,H,open,on
24025,772,H,open,on
24026,773,H,open,on
24027,774,H,open,on
24028,775,H,open,on
24029,776,H,open,on
24030,777,H,open,on
24031,778,H,open,on
24032,779,H,open,on
24033,780,H,open,on
24034,781,H,open,on
24035,782,H,open,on
24036,783,H,open,on
24037,784,H,open,on
24038,785,H,open,on
24039,786,H,open,on
24040,787,H,open,on
24041,788,H,open,on
24042,789,H,open,on
24043,790,H,open,on
24044,791,H,open,on
24045,792,H,open,on
24046,793,H,open,on
24047,794,H,open,on
24048,795,H,open,on
24049,796,H,open,on
24050,797,H,open,on
24051,798,H,open,on
24052,799,H,open,on
24053,800,H,open,on
24054,801,HH,transitioning,on
24055,773,H,transitioning,on
24056,745,H,transitioning,on
24057,717,H,open,on
24058,718,H,open,on
24059,719,H,open,on
24060,720,H,open,on
24061,721,H,open,on
24062,722,H,open,on
24063,723,H,open,on
24064,724,H,open,on
24065,725,H,open,on
24066,726,H,open,on
24067,727,H,open,on
24068,728,H,open,on
24069,729,H,open,on
24070,730,H,open,on
24071,731,H,open,on
24072,732,H,open,on
24073,733,H,open,on
24074,734,H,open,on
24075,735,H,open,on
24076,736,H,open,on
24077,737,H,open,on
24078,738,H,open,on
24079,739,H,open,on
24080,740,H,open,on
24081,741,H,open,on
24082,742,H,open,on
24083,743,H,open,on
24084,744,H,open,on
24085,745,H,open,on
24086,746,H,open,on
24087,747,H,open,on
24088,748,H,open,on
24089,749,H,open,on
24090,750,H,open,on
24091,751,H,open,on
24092,752,H,open,on
24093,753,H,open,on
24094,754,H,open,on
24095,755,H,open,on
24096,756,H,open,on
24097,757,H,open,on
24098,758,H,open,on
24099,759,H,open,on
24100,760,H,open,on
24101,761,H,open,on
24102,762,H,open,on
24103,763,H,open,on
24104,764,H,open,on
24105,765,H,open,on
24106,766,H,open,on
24107,767,H,open,on
24108,768,H,open,on
24109,769,H,open,on
24110,770,H,open,on
24111,771,H,open,on
24112,772,H,open,on
24113,773,H,open,on
24114,774,H,open,on
24115,775,H,open,on
24116,776,H,open,on
24117,777,H,open,on
24118,778,H,open,on
24119,779,H,open,on
24120,780,H,open,on
24121,781,H,open,on
24122,782,H,open,on
24123,783,H,open,on
24124,784,H,open,on
24125,785,H,open,on
24126,786,H,open,on
24127,787,H,open,on
24128,788,H,open,on
24129,789,H,open,on
24130,790,H,open,on
24131,791,H,open,on
24132,792,H,open,on
24133,793,H,open,on
24134,794,H,open,on
24135,795,H,open,on
24136,796,H,open,on
24137,797,H,open,on
24138,798,H,open,on
24139,799,H,open,on
24140,800,H,open,on
24141,801,HH,transitioning,on
24142,773,H,transitioning,on
24143,745,H,transitioning,on
24144,717,H,open,on
24145,718,H,open,on
24146,719,H,open,on
24147,720,H,open,on
24148,721,H,open,on
24149,722,H,open,on
24150,723,H,open,on
24151,724,H,open,on
24152,725,H,open,on
24153,726,H,open,on
24154,727,H,open,on
24155,728,H,open,on
24156,729,H,open,on
24157,730,H,open,on
24158,731,H,open,on
24159,732,H,open,on
24160,733,H,open,on
24161,734,H,open,on
24162,735,H,open,on
24163,736,H,open,on
24164,737,H,open,on
24165,738,H,open,on
24166,739,H,open,on
24167,740,H,open,on
24168,741,H,open,on
24169,742,H,open,on
24170,743,H,open,on
24171,744,H,open,on
24172,745,H,open,on
24173,746,H,open,on
24174,747,H,open,on
24175,748,H,open,on
24176,749,H,open,on
24177,750,H,open,on
24178,751,H,open,on
24179,752,H,open,on
24180,753,H,open,on
24181,754,H,open,on
24182,755,H,open,on
24183,756,H,open,on
24184,757,H,open,on
24185,758,H,open,on
24186,759,H,open,on
24187,760,H,open,on
24188,761,H,open,on
24189,762,H,open,on
24190,763,H,open,on
24191,764,H,open,on
24192,765,H,open,on
24193,766,H,open,on
24194,767,H,open,on
24195,768,H,open,on
24196,769,H,open,on
24197,770,H,open,on
24198,771,H,open,on
24199,772,H,open,on
24200,773,H,open,on
24201,774,H,open,on
24202,775,H,open,on
24203,776,H,open,on
24204,777,H,open,on
24205,778,H,open,on
24206,779,H,open,on
24207,780,H,open,on
24208,781,H,open,on
24209,782,H,open,on
24210,783,H,open,on
24211,784,H,open,on
24212,785,H,open,on
24213,786,H,open,on
24214,787,H,open,on
24215,788,H,open,on
24216,789,H,open,on
24217,790,H,open,on
24218,791,H,open,on
24219,792,H,open,on
24220,793,H,open,on
24221,794,H,open,on
